time,fish,x,y,head_angles
0,1,248.42835388183593,87.605419921875,-1.4395881885500867
1,1,248.43930358886718,87.61158599853515,-1.4509308782513668
2,1,248.43996276855466,87.61154022216796,-1.4509308782513668
3,1,248.44916381835935,87.61099090576172,-1.4344023852826815
4,1,248.44920959472654,87.60853271484375,-1.4307277965237406
5,1,248.44638061523438,87.60631256103515,-1.4343039990648005
6,1,248.44644470214843,87.60621185302735,-1.4337870691134713
7,1,248.4488525390625,87.60707244873046,-1.4282884536267075
8,1,248.45098571777345,87.60600128173829,-1.4261513366624914
9,1,248.46322631835938,87.58309478759764,-1.443784644543957
10,1,248.4628143310547,87.58625335693358,-1.4452219276415272
11,1,248.4620178222656,87.55824737548828,-1.2131045332864232
12,1,248.87226562499998,87.60137329101562,-1.0390215242531609
13,1,248.87668762207028,87.59216766357422,-1.0309175056701567
14,1,248.87677001953125,87.59139404296874,-1.0313131317538085
15,1,248.87356567382812,87.59852600097656,-1.0422174137907048
16,1,248.87152404785155,87.47062683105469,-1.0329498192605893
17,1,248.9407470703125,87.42293243408203,-0.7110631930712754
18,1,248.94167175292966,87.42364196777343,-0.7100487878079914
19,1,248.9416534423828,87.42391662597656,-0.7100487878079914
20,1,248.8004608154297,87.31378784179687,-0.9849191967302322
21,1,248.84772033691405,87.36489715576172,-1.1031516407324031
22,1,248.84823303222655,87.3653549194336,-1.1031516407324486
23,1,248.84628295898438,87.36581726074219,-1.109205357333452
24,1,248.88400268554688,87.2273666381836,-1.0427266634950647
25,1,248.9561004638672,87.24216156005859,-1.0083946758431597
26,1,248.9268859863281,87.26363983154297,-1.085162750176105
27,1,248.92459716796873,87.18876342773437,-1.1075815342081512
28,1,248.93114318847654,87.1929931640625,-1.0906488554536444
29,1,248.93526306152341,87.19412841796876,-1.0850330387508085
30,1,248.80116577148436,87.54170837402344,-1.1402451138856173
31,1,248.9646514892578,87.53525848388671,-0.8640280650200168
32,1,248.99197082519532,87.26217498779297,-1.0382755336176093
33,1,249.04172058105468,87.23288269042968,-0.9660863745634556
34,1,249.04348754882812,87.22848358154296,-0.9641875907145983
35,1,248.3544982910156,87.68048858642578,-3.071721100781623
36,1,248.38409729003905,87.65978851318359,-3.091536438599894
37,1,249.12240600585938,87.18215789794921,-1.0352207747650521
38,1,249.12485046386718,87.18161315917969,-1.0370405687331266
39,1,249.1224426269531,87.18170928955078,-1.03638909868632
40,1,249.12100524902343,87.1813980102539,-1.0384188419848135
41,1,249.12057495117188,87.18407135009765,-1.0374062698902746
42,1,248.96694030761716,86.84064788818358,-1.3422378562962278
43,1,248.0424865722656,86.70239868164063,-1.9312991381903006
44,1,247.13451232910154,86.64854736328125,-2.035501237644178
45,1,246.88805236816404,86.5629913330078,-2.0543126087300876
46,1,246.87381591796873,86.22173309326172,-2.0765437620824048
47,1,246.4101104736328,85.70321502685547,-2.323479725414638
48,1,246.106201171875,85.40911560058593,-2.4163563624480218
49,1,246.01342163085934,85.24426116943359,-2.35316402472521
50,1,245.91690673828123,85.18535156249999,-1.9964942499674179
51,1,245.8199523925781,85.06200256347655,-2.005520903890173
52,1,245.71550903320312,84.9946517944336,-2.050627005088769
53,1,245.7163330078125,84.97620391845703,-2.018691143774013
54,1,245.68541564941404,84.8646469116211,-2.00976661739505
55,1,245.6876495361328,84.86032562255859,-2.008637427471553
56,1,245.57059020996093,84.55020904541016,-2.133753601912875
57,1,245.5698028564453,84.55057525634766,-2.134579739178195
58,1,245.6158905029297,84.78306427001954,-1.9712519756983344
59,1,245.55971374511716,84.51413269042968,-2.1289473773674317
60,1,245.57417907714841,84.37625885009766,-2.123518278560904
61,1,245.57601013183591,84.31193389892579,-2.114784206596518
62,1,245.57290649414062,84.31313781738281,-2.1212079072058683
63,1,245.5770080566406,84.29572448730468,-2.1409308202117465
64,1,245.56829223632812,84.22117767333984,-2.136776150692091
65,1,245.56929931640624,84.22098083496093,-2.136292055865864
66,1,245.57037963867185,84.22061920166016,-2.1352569790923566
67,1,245.57028808593748,84.22078399658203,-2.1352569790923566
68,1,245.5857421875,84.17378082275391,-2.0812659766128174
69,1,245.60333862304685,84.05267486572265,-2.0663101358101303
70,1,245.60281677246093,84.05388793945312,-2.0670769409579397
71,1,245.63149108886716,84.10004425048828,-2.0571359813516032
72,1,245.63111572265623,84.05535736083985,-1.9861208399890344
73,1,245.76687927246093,84.12796783447266,-1.9463793276676034
74,1,245.46434326171874,83.93120727539062,-2.076390301518053
75,1,244.9699768066406,83.36576843261719,-2.403370602561096
76,1,244.91407470703126,82.94542694091797,-2.295605959371185
77,1,244.18969116210934,82.65124969482422,-2.2383748609978618
78,1,243.7077209472656,81.95667114257813,-2.3636863622137856
79,1,243.44823303222654,81.42718963623047,-2.30470543505057
80,1,242.93122558593748,80.95546417236328,-2.3529215287303065
81,1,242.77778320312498,80.70340118408203,-2.296919381678982
82,1,242.6315734863281,80.58981170654297,-2.2756916887832834
