,x,y,time
0,3,6,1
1,4,6,1
2,5,6,1
3,6,6,1
4,3,7,1
5,4,7,1
6,5,7,1
7,6,7,1
8,3,8,1
9,4,8,1
10,5,8,1
11,6,8,1
12,3,9,1
13,4,9,1
14,5,9,1
15,6,9,1
0,3,6,2
1,4,6,2
2,5,6,2
3,6,6,2
4,3,7,2
5,4,7,2
6,5,7,2
7,6,7,2
8,3,8,2
9,4,8,2
10,5,8,2
11,6,8,2
12,3,9,2
13,4,9,2
14,5,9,2
15,6,9,2
0,3,6,3
1,4,6,3
2,5,6,3
3,6,6,3
4,3,7,3
5,4,7,3
6,5,7,3
7,6,7,3
8,3,8,3
9,4,8,3
10,5,8,3
11,6,8,3
12,3,9,3
13,4,9,3
14,5,9,3
15,6,9,3
0,3,6,4
1,4,6,4
2,5,6,4
3,6,6,4
4,3,7,4
5,4,7,4
6,5,7,4
7,6,7,4
8,3,8,4
9,4,8,4
10,5,8,4
11,6,8,4
12,3,9,4
13,4,9,4
14,5,9,4
15,6,9,4
0,3,6,5
1,4,6,5
2,5,6,5
3,6,6,5
4,3,7,5
5,4,7,5
6,5,7,5
7,6,7,5
8,3,8,5
9,4,8,5
10,5,8,5
11,6,8,5
12,3,9,5
13,4,9,5
14,5,9,5
15,6,9,5
0,3,6,6
1,4,6,6
2,5,6,6
3,6,6,6
4,3,7,6
5,4,7,6
6,5,7,6
7,6,7,6
8,3,8,6
9,4,8,6
10,5,8,6
11,6,8,6
12,3,9,6
13,4,9,6
14,5,9,6
15,6,9,6
0,3,6,7
1,4,6,7
2,5,6,7
3,6,6,7
4,3,7,7
5,4,7,7
6,5,7,7
7,6,7,7
8,3,8,7
9,4,8,7
10,5,8,7
11,6,8,7
12,3,9,7
13,4,9,7
14,5,9,7
15,6,9,7
0,3,6,8
1,4,6,8
2,5,6,8
3,6,6,8
4,3,7,8
5,4,7,8
6,5,7,8
7,6,7,8
8,3,8,8
9,4,8,8
10,5,8,8
11,6,8,8
12,3,9,8
13,4,9,8
14,5,9,8
15,6,9,8
0,3,6,9
1,4,6,9
2,5,6,9
3,6,6,9
4,3,7,9
5,4,7,9
6,5,7,9
7,6,7,9
8,3,8,9
9,4,8,9
10,5,8,9
11,6,8,9
12,3,9,9
13,4,9,9
14,5,9,9
15,6,9,9
0,3,6,10
1,4,6,10
2,5,6,10
3,6,6,10
4,3,7,10
5,4,7,10
6,5,7,10
7,6,7,10
8,3,8,10
9,4,8,10
10,5,8,10
11,6,8,10
12,3,9,10
13,4,9,10
14,5,9,10
15,6,9,10
0,3,6,11
1,4,6,11
2,5,6,11
3,6,6,11
4,3,7,11
5,4,7,11
6,5,7,11
7,6,7,11
8,3,8,11
9,4,8,11
10,5,8,11
11,6,8,11
12,3,9,11
13,4,9,11
14,5,9,11
15,6,9,11
0,3,6,12
1,4,6,12
2,5,6,12
3,6,6,12
4,3,7,12
5,4,7,12
6,5,7,12
7,6,7,12
8,3,8,12
9,4,8,12
10,5,8,12
11,6,8,12
12,3,9,12
