,x,y,time
0,9,7,1
1,10,7,1
2,11,7,1
3,12,7,1
4,9,8,1
5,10,8,1
6,11,8,1
7,12,8,1
8,9,9,1
9,10,9,1
10,11,9,1
11,12,9,1
12,9,10,1
13,10,10,1
14,11,10,1
15,12,10,1
0,9,7,2
1,10,7,2
2,11,7,2
3,12,7,2
4,9,8,2
5,10,8,2
6,11,8,2
7,12,8,2
8,9,9,2
9,10,9,2
10,11,9,2
11,12,9,2
12,9,10,2
13,10,10,2
14,11,10,2
15,12,10,2
0,9,7,3
1,10,7,3
2,11,7,3
3,12,7,3
4,9,8,3
5,10,8,3
6,11,8,3
7,12,8,3
8,9,9,3
9,10,9,3
10,11,9,3
11,12,9,3
12,9,10,3
13,10,10,3
14,11,10,3
15,12,10,3
0,9,7,4
1,10,7,4
2,11,7,4
3,12,7,4
4,9,8,4
5,11,8,4
6,12,8,4
7,9,9,4
8,10,9,4
9,11,9,4
10,12,9,4
11,9,10,4
12,10,10,4
13,11,10,4
14,12,10,4
0,9,7,5
1,10,7,5
2,11,7,5
3,12,7,5
4,9,8,5
5,11,8,5
6,12,8,5
7,9,9,5
8,10,9,5
9,11,9,5
10,12,9,5
11,9,10,5
12,10,10,5
13,11,10,5
14,12,10,5
0,9,7,6
1,10,7,6
2,11,7,6
3,12,7,6
4,9,8,6
5,11,8,6
6,12,8,6
7,9,9,6
8,10,9,6
9,12,9,6
10,9,10,6
11,10,10,6
12,12,10,6
0,9,7,7
1,10,7,7
2,11,7,7
3,12,7,7
4,9,8,7
5,12,8,7
6,9,9,7
7,10,9,7
8,12,9,7
9,9,10,7
10,10,10,7
11,12,10,7
0,9,7,8
1,10,7,8
2,11,7,8
3,12,7,8
4,9,8,8
5,12,8,8
6,9,9,8
7,10,9,8
8,12,9,8
9,9,10,8
10,10,10,8
0,9,7,9
1,10,7,9
2,11,7,9
3,12,7,9
4,9,8,9
5,12,8,9
6,9,9,9
7,10,9,9
8,12,9,9
9,10,10,9
0,9,7,10
1,10,7,10
2,11,7,10
3,12,7,10
4,9,8,10
5,12,8,10
6,9,9,10
7,12,9,10
8,10,10,10
0,9,7,11
1,11,7,11
2,12,7,11
3,9,8,11
4,12,8,11
5,9,9,11
6,12,9,11
7,10,10,11
0,9,7,12
1,12,7,12
2,9,8,12
3,12,8,12
4,9,9,12
5,12,9,12
6,10,10,12
0,9,7,13
1,12,7,13
2,12,8,13
3,9,9,13
4,12,9,13
5,10,10,13
0,9,7,14
1,12,7,14
2,9,9,14
3,12,9,14
4,10,10,14
0,9,7,15
1,12,7,15
2,9,9,15
3,10,10,15
0,9,7,16
1,12,7,16
2,10,10,16
0,12,7,17
1,10,10,17
0,10,10,18
0,10,10,19
0,1,10,20
1,2,10,20
2,3,10,20
3,4,10,20
4,1,11,20
5,2,11,20
6,3,11,20
7,4,11,20
8,1,12,20
9,2,12,20
10,3,12,20
11,4,12,20
12,1,13,20
13,2,13,20
14,3,13,20
15,4,13,20
0,1,10,21
1,2,10,21
2,3,10,21
3,4,10,21
4,1,11,21
5,2,11,21
6,3,11,21
7,4,11,21
8,1,12,21
9,2,12,21
10,3,12,21
11,4,12,21
12,1,13,21
13,2,13,21
14,3,13,21
15,4,13,21
0,1,10,22
1,2,10,22
2,3,10,22
3,4,10,22
4,1,11,22
5,2,11,22
6,3,11,22
7,4,11,22
8,1,12,22
9,2,12,22
10,3,12,22
11,4,12,22
12,1,13,22
13,2,13,22
14,3,13,22
15,4,13,22
0,1,10,23
1,2,10,23
2,3,10,23
3,4,10,23
4,1,11,23
5,2,11,23
6,3,11,23
7,4,11,23
8,1,12,23
9,2,12,23
10,3,12,23
11,4,12,23
12,1,13,23
13,2,13,23
14,3,13,23
15,4,13,23
0,1,10,24
1,2,10,24
2,4,10,24
3,1,11,24
4,2,11,24
5,3,11,24
6,4,11,24
7,1,12,24
8,2,12,24
9,3,12,24
10,4,12,24
11,1,13,24
12,2,13,24
13,3,13,24
14,4,13,24
0,1,10,25
1,2,10,25
2,4,10,25
3,1,11,25
4,2,11,25
5,3,11,25
6,4,11,25
7,1,12,25
8,3,12,25
9,4,12,25
10,1,13,25
11,2,13,25
12,3,13,25
0,1,10,26
1,2,10,26
2,4,10,26
3,1,11,26
4,3,11,26
5,4,11,26
6,1,12,26
7,3,12,26
8,4,12,26
9,1,13,26
10,2,13,26
11,3,13,26
0,1,10,27
1,2,10,27
2,4,10,27
3,1,11,27
4,4,11,27
5,1,12,27
6,3,12,27
7,4,12,27
8,1,13,27
9,2,13,27
10,3,13,27
0,1,10,28
1,2,10,28
2,4,10,28
3,1,11,28
4,4,11,28
5,1,12,28
6,3,12,28
7,4,12,28
8,1,13,28
9,3,13,28
0,1,10,29
1,4,10,29
2,1,11,29
3,4,11,29
4,1,12,29
5,3,12,29
6,4,12,29
7,1,13,29
8,3,13,29
0,1,10,30
1,4,10,30
2,1,11,30
3,4,11,30
4,3,12,30
5,4,12,30
6,1,13,30
7,3,13,30
0,1,10,31
1,4,10,31
2,1,11,31
3,4,11,31
4,3,12,31
5,4,12,31
6,1,13,31
0,1,10,32
1,4,10,32
2,4,11,32
3,3,12,32
4,4,12,32
5,1,13,32
0,1,10,33
1,4,10,33
2,3,12,33
3,4,12,33
4,1,13,33
0,1,10,34
1,3,12,34
2,4,12,34
3,1,13,34
0,3,12,35
1,4,12,35
2,1,13,35
0,3,12,36
1,4,12,36
0,4,12,37
0,12,23,38
1,13,23,38
2,14,23,38
3,15,23,38
4,12,24,38
5,13,24,38
6,14,24,38
7,15,24,38
8,12,25,38
9,13,25,38
10,14,25,38
11,15,25,38
12,12,26,38
13,13,26,38
14,14,26,38
15,15,26,38
0,12,23,39
1,13,23,39
2,14,23,39
3,15,23,39
4,12,24,39
5,13,24,39
6,14,24,39
7,15,24,39
8,12,25,39
9,13,25,39
10,14,25,39
11,15,25,39
12,12,26,39
13,13,26,39
14,14,26,39
15,15,26,39
0,12,23,40
1,13,23,40
2,14,23,40
3,15,23,40
4,12,24,40
5,13,24,40
6,14,24,40
7,15,24,40
8,12,25,40
9,13,25,40
10,14,25,40
11,15,25,40
12,12,26,40
13,13,26,40
14,14,26,40
15,15,26,40
0,12,23,41
1,13,23,41
2,14,23,41
3,15,23,41
4,12,24,41
5,13,24,41
6,14,24,41
7,15,24,41
8,12,25,41
9,13,25,41
10,14,25,41
11,15,25,41
12,12,26,41
13,13,26,41
14,14,26,41
15,15,26,41
0,12,23,42
1,13,23,42
2,14,23,42
3,15,23,42
4,12,24,42
5,13,24,42
6,14,24,42
7,15,24,42
8,12,25,42
9,13,25,42
10,14,25,42
11,15,25,42
12,12,26,42
13,13,26,42
14,14,26,42
15,15,26,42
0,12,23,43
1,13,23,43
2,14,23,43
3,15,23,43
4,12,24,43
5,13,24,43
6,14,24,43
7,15,24,43
8,12,25,43
9,13,25,43
10,14,25,43
11,15,25,43
12,12,26,43
13,13,26,43
14,14,26,43
15,15,26,43
0,12,23,44
1,13,23,44
2,14,23,44
3,15,23,44
4,12,24,44
5,13,24,44
6,14,24,44
7,15,24,44
8,12,25,44
9,13,25,44
10,14,25,44
11,15,25,44
12,12,26,44
13,13,26,44
14,14,26,44
15,15,26,44
0,12,23,45
1,13,23,45
2,14,23,45
3,15,23,45
4,12,24,45
5,13,24,45
6,14,24,45
7,15,24,45
8,12,25,45
9,13,25,45
10,14,25,45
11,15,25,45
12,12,26,45
13,13,26,45
14,14,26,45
15,15,26,45
0,12,23,46
1,13,23,46
2,14,23,46
3,15,23,46
4,12,24,46
5,13,24,46
6,14,24,46
7,15,24,46
8,12,25,46
9,13,25,46
10,14,25,46
11,15,25,46
12,12,26,46
13,13,26,46
14,14,26,46
15,15,26,46
0,12,23,47
1,13,23,47
2,14,23,47
3,15,23,47
4,12,24,47
5,13,24,47
6,14,24,47
7,15,24,47
8,12,25,47
9,13,25,47
10,14,25,47
11,15,25,47
12,12,26,47
13,13,26,47
14,14,26,47
15,15,26,47
0,12,23,48
1,13,23,48
2,14,23,48
3,15,23,48
4,12,24,48
5,13,24,48
6,14,24,48
7,15,24,48
8,12,25,48
9,13,25,48
10,14,25,48
11,15,25,48
12,12,26,48
13,13,26,48
14,14,26,48
15,15,26,48
0,12,23,49
1,13,23,49
2,14,23,49
3,15,23,49
4,12,24,49
5,13,24,49
6,14,24,49
7,15,24,49
8,12,25,49
9,13,25,49
10,14,25,49
11,15,25,49
12,12,26,49
13,13,26,49
14,14,26,49
15,15,26,49
0,12,23,50
1,13,23,50
2,14,23,50
3,15,23,50
4,12,24,50
5,13,24,50
6,14,24,50
7,15,24,50
8,12,25,50
9,13,25,50
10,14,25,50
11,15,25,50
12,12,26,50
13,13,26,50
14,14,26,50
15,15,26,50
0,13,23,51
1,14,23,51
2,15,23,51
3,12,24,51
4,13,24,51
5,14,24,51
6,15,24,51
7,12,25,51
8,13,25,51
9,14,25,51
10,15,25,51
11,12,26,51
12,13,26,51
13,14,26,51
14,15,26,51
0,13,23,52
1,14,23,52
2,15,23,52
3,12,24,52
4,14,24,52
5,15,24,52
6,12,25,52
7,13,25,52
8,14,25,52
9,15,25,52
10,12,26,52
11,13,26,52
12,14,26,52
13,15,26,52
0,13,23,53
1,14,23,53
2,15,23,53
3,12,24,53
4,14,24,53
5,15,24,53
6,13,25,53
7,14,25,53
8,15,25,53
9,12,26,53
10,13,26,53
11,14,26,53
12,15,26,53
0,13,23,54
1,14,23,54
2,15,23,54
3,12,24,54
4,14,24,54
5,15,24,54
6,13,25,54
7,14,25,54
8,15,25,54
9,12,26,54
10,14,26,54
11,15,26,54
0,13,23,55
1,14,23,55
2,15,23,55
3,12,24,55
4,14,24,55
5,13,25,55
6,14,25,55
7,15,25,55
8,12,26,55
9,14,26,55
10,15,26,55
0,13,23,56
1,14,23,56
2,15,23,56
3,12,24,56
4,14,24,56
5,13,25,56
6,14,25,56
7,12,26,56
8,14,26,56
9,15,26,56
0,13,23,57
1,14,23,57
2,15,23,57
3,12,24,57
4,14,24,57
5,13,25,57
6,14,25,57
7,12,26,57
8,14,26,57
0,13,23,58
1,14,23,58
2,15,23,58
3,12,24,58
4,14,24,58
5,13,25,58
6,14,25,58
7,14,26,58
0,13,23,59
1,14,23,59
2,15,23,59
3,14,24,59
4,13,25,59
5,14,25,59
6,14,26,59
0,13,23,60
1,15,23,60
2,14,24,60
3,13,25,60
4,14,25,60
5,14,26,60
0,13,23,61
1,14,24,61
2,13,25,61
3,14,25,61
4,14,26,61
0,13,23,62
1,14,24,62
2,13,25,62
3,14,26,62
0,13,23,63
1,14,24,63
2,14,26,63
0,13,23,64
1,14,24,64
0,13,23,65
0,0,3,66
1,1,3,66
2,2,3,66
3,3,3,66
4,0,4,66
5,1,4,66
6,2,4,66
7,3,4,66
8,0,5,66
9,1,5,66
10,2,5,66
11,3,5,66
12,0,6,66
13,1,6,66
14,2,6,66
15,3,6,66
0,0,3,67
1,1,3,67
2,2,3,67
3,3,3,67
4,0,4,67
5,1,4,67
6,2,4,67
7,3,4,67
8,0,5,67
9,1,5,67
10,2,5,67
11,3,5,67
12,0,6,67
13,1,6,67
14,2,6,67
15,3,6,67
0,0,3,68
1,1,3,68
2,2,3,68
3,3,3,68
4,0,4,68
5,1,4,68
6,2,4,68
7,3,4,68
8,0,5,68
9,1,5,68
10,2,5,68
11,3,5,68
12,0,6,68
13,1,6,68
14,2,6,68
15,3,6,68
0,0,3,69
1,1,3,69
2,2,3,69
3,3,3,69
4,0,4,69
5,1,4,69
6,2,4,69
7,3,4,69
8,0,5,69
9,1,5,69
10,2,5,69
11,3,5,69
12,0,6,69
13,1,6,69
14,2,6,69
15,3,6,69
0,0,3,70
1,1,3,70
2,2,3,70
3,3,3,70
4,0,4,70
5,1,4,70
6,2,4,70
7,3,4,70
8,0,5,70
9,1,5,70
10,2,5,70
11,3,5,70
12,0,6,70
13,1,6,70
14,2,6,70
15,3,6,70
0,0,3,71
1,1,3,71
2,2,3,71
3,3,3,71
4,0,4,71
5,1,4,71
6,2,4,71
7,3,4,71
8,0,5,71
9,1,5,71
10,2,5,71
11,3,5,71
12,0,6,71
13,1,6,71
14,2,6,71
15,3,6,71
0,0,3,72
1,1,3,72
2,2,3,72
3,3,3,72
4,0,4,72
5,1,4,72
6,2,4,72
7,3,4,72
8,0,5,72
9,1,5,72
10,2,5,72
11,3,5,72
12,0,6,72
13,1,6,72
14,2,6,72
15,3,6,72
0,0,3,73
1,1,3,73
2,2,3,73
3,3,3,73
4,0,4,73
5,1,4,73
6,2,4,73
7,3,4,73
8,0,5,73
9,1,5,73
10,2,5,73
11,3,5,73
12,0,6,73
13,1,6,73
14,2,6,73
15,3,6,73
0,0,3,74
1,1,3,74
2,2,3,74
3,3,3,74
4,0,4,74
5,1,4,74
6,2,4,74
7,3,4,74
8,0,5,74
9,1,5,74
10,2,5,74
11,3,5,74
12,0,6,74
13,1,6,74
14,2,6,74
15,3,6,74
0,0,3,75
1,1,3,75
2,2,3,75
3,3,3,75
4,0,4,75
5,1,4,75
6,2,4,75
7,3,4,75
8,0,5,75
9,1,5,75
10,2,5,75
11,3,5,75
12,0,6,75
13,1,6,75
14,2,6,75
15,3,6,75
0,0,3,76
1,1,3,76
2,2,3,76
3,3,3,76
4,0,4,76
5,1,4,76
6,2,4,76
7,3,4,76
8,0,5,76
9,1,5,76
10,2,5,76
11,3,5,76
12,0,6,76
13,1,6,76
14,2,6,76
15,3,6,76
0,0,3,77
1,1,3,77
2,2,3,77
3,3,3,77
4,0,4,77
5,1,4,77
6,2,4,77
7,3,4,77
8,0,5,77
9,1,5,77
10,2,5,77
11,3,5,77
12,0,6,77
13,1,6,77
14,2,6,77
15,3,6,77
0,0,3,78
1,1,3,78
2,2,3,78
3,3,3,78
4,0,4,78
5,1,4,78
6,2,4,78
7,3,4,78
8,0,5,78
9,1,5,78
10,2,5,78
11,3,5,78
12,0,6,78
13,1,6,78
14,2,6,78
15,3,6,78
0,0,3,79
1,1,3,79
2,2,3,79
3,3,3,79
4,0,4,79
5,1,4,79
6,2,4,79
7,3,4,79
8,0,5,79
9,1,5,79
10,2,5,79
11,3,5,79
12,0,6,79
13,1,6,79
14,2,6,79
15,3,6,79
0,0,3,80
1,1,3,80
2,2,3,80
3,3,3,80
4,0,4,80
5,1,4,80
6,2,4,80
7,3,4,80
8,0,5,80
9,1,5,80
10,2,5,80
11,3,5,80
12,0,6,80
13,1,6,80
14,2,6,80
15,3,6,80
0,0,3,81
1,1,3,81
2,2,3,81
3,3,3,81
4,0,4,81
5,1,4,81
6,2,4,81
7,3,4,81
8,0,5,81
9,1,5,81
10,2,5,81
11,3,5,81
12,0,6,81
13,1,6,81
14,2,6,81
15,3,6,81
0,0,3,82
1,1,3,82
2,2,3,82
3,3,3,82
4,0,4,82
5,1,4,82
6,2,4,82
7,3,4,82
8,0,5,82
9,1,5,82
10,2,5,82
11,3,5,82
12,0,6,82
13,1,6,82
14,2,6,82
15,3,6,82
0,0,3,83
1,1,3,83
2,2,3,83
3,3,3,83
4,0,4,83
5,1,4,83
6,2,4,83
7,3,4,83
8,0,5,83
9,1,5,83
10,2,5,83
11,3,5,83
12,0,6,83
13,1,6,83
14,2,6,83
15,3,6,83
0,0,3,84
1,1,3,84
2,2,3,84
3,3,3,84
4,0,4,84
5,1,4,84
6,2,4,84
7,3,4,84
8,0,5,84
9,1,5,84
10,2,5,84
11,3,5,84
12,0,6,84
13,1,6,84
14,2,6,84
15,3,6,84
0,0,3,85
1,1,3,85
2,2,3,85
3,3,3,85
4,0,4,85
5,1,4,85
6,2,4,85
7,3,4,85
8,0,5,85
9,1,5,85
10,2,5,85
11,3,5,85
12,0,6,85
13,1,6,85
14,2,6,85
15,3,6,85
0,0,3,86
1,1,3,86
2,2,3,86
3,3,3,86
4,0,4,86
5,1,4,86
6,2,4,86
7,3,4,86
8,0,5,86
9,1,5,86
10,2,5,86
11,3,5,86
12,0,6,86
13,1,6,86
14,2,6,86
15,3,6,86
0,0,3,87
1,1,3,87
2,2,3,87
3,3,3,87
4,0,4,87
5,1,4,87
6,2,4,87
7,3,4,87
8,0,5,87
9,1,5,87
10,2,5,87
11,3,5,87
12,0,6,87
13,1,6,87
14,2,6,87
15,3,6,87
0,0,3,88
1,1,3,88
2,2,3,88
3,3,3,88
4,0,4,88
5,1,4,88
6,2,4,88
7,3,4,88
8,0,5,88
9,1,5,88
10,2,5,88
11,3,5,88
12,0,6,88
13,1,6,88
14,2,6,88
15,3,6,88
0,0,3,89
1,1,3,89
2,2,3,89
3,3,3,89
4,0,4,89
5,1,4,89
