,x,y,time
0,6,17,1
1,7,17,1
2,8,17,1
3,9,17,1
4,6,18,1
5,7,18,1
6,8,18,1
7,9,18,1
8,6,19,1
9,7,19,1
10,8,19,1
11,9,19,1
12,6,20,1
13,7,20,1
14,8,20,1
15,9,20,1
0,6,17,2
1,7,17,2
2,8,17,2
3,9,17,2
4,6,18,2
5,7,18,2
6,8,18,2
7,9,18,2
8,6,19,2
9,7,19,2
10,8,19,2
11,9,19,2
12,6,20,2
13,7,20,2
14,8,20,2
15,9,20,2
0,6,17,3
1,7,17,3
2,8,17,3
3,9,17,3
4,6,18,3
5,7,18,3
6,8,18,3
7,9,18,3
8,7,19,3
9,8,19,3
10,9,19,3
11,6,20,3
12,7,20,3
13,8,20,3
14,9,20,3
0,6,17,4
1,7,17,4
2,8,17,4
3,9,17,4
4,6,18,4
5,7,18,4
6,8,18,4
7,9,18,4
8,7,19,4
9,8,19,4
10,9,19,4
11,6,20,4
12,7,20,4
13,8,20,4
14,9,20,4
0,6,17,5
1,7,17,5
2,8,17,5
3,9,17,5
4,6,18,5
5,7,18,5
6,8,18,5
7,9,18,5
8,7,19,5
9,8,19,5
10,9,19,5
11,6,20,5
12,7,20,5
13,9,20,5
0,6,17,6
1,7,17,6
2,8,17,6
3,9,17,6
4,6,18,6
5,8,18,6
6,9,18,6
7,7,19,6
8,8,19,6
9,9,19,6
10,6,20,6
11,7,20,6
12,9,20,6
0,6,17,7
1,7,17,7
2,8,17,7
3,9,17,7
4,6,18,7
5,8,18,7
6,9,18,7
7,7,19,7
8,9,19,7
9,6,20,7
10,7,20,7
11,9,20,7
0,6,17,8
1,7,17,8
2,8,17,8
3,9,17,8
4,6,18,8
5,8,18,8
6,7,19,8
7,9,19,8
8,6,20,8
9,7,20,8
10,9,20,8
0,6,17,9
1,8,17,9
2,9,17,9
3,6,18,9
4,8,18,9
5,7,19,9
6,9,19,9
7,6,20,9
8,7,20,9
9,9,20,9
0,6,17,10
1,8,17,10
2,9,17,10
3,6,18,10
4,8,18,10
5,7,19,10
6,9,19,10
7,6,20,10
8,9,20,10
0,6,17,11
1,8,17,11
2,9,17,11
3,8,18,11
4,7,19,11
5,9,19,11
6,6,20,11
7,9,20,11
0,6,17,12
1,9,17,12
2,8,18,12
3,7,19,12
4,9,19,12
5,6,20,12
6,9,20,12
0,6,17,13
1,9,17,13
2,8,18,13
3,7,19,13
4,6,20,13
5,9,20,13
0,6,17,14
1,9,17,14
2,8,18,14
3,7,19,14
4,6,20,14
0,6,17,15
1,8,18,15
2,7,19,15
3,6,20,15
0,8,18,16
1,7,19,16
2,6,20,16
0,8,18,17
1,7,19,17
0,8,18,18
0,9,25,19
1,10,25,19
2,11,25,19
3,12,25,19
4,9,26,19
5,10,26,19
6,11,26,19
7,12,26,19
8,9,27,19
9,10,27,19
10,11,27,19
11,12,27,19
12,9,28,19
13,10,28,19
14,11,28,19
15,12,28,19
0,9,25,20
1,10,25,20
2,11,25,20
3,12,25,20
4,9,26,20
5,10,26,20
6,11,26,20
7,12,26,20
8,9,27,20
9,10,27,20
10,11,27,20
11,12,27,20
12,9,28,20
13,10,28,20
14,11,28,20
15,12,28,20
0,9,25,21
1,10,25,21
2,11,25,21
3,12,25,21
4,9,26,21
5,10,26,21
6,11,26,21
